"Gene","t_score","p_value","p_adj"
"1555229_a_at",-6.55007277623932,4.56265464978586e-10,7.56488140934496e-07
"1555564_a_at",-1.64176683852654,0.102895747209174,1
"1555724_s_at",-7.51075162199675,1.79576027551871e-12,2.97737053681002e-09
"1555728_a_at",-6.39223173699102,1.08049946707535e-09,1.79146811641093e-06
"1555731_a_at",1.49543774103939,0.136553914689795,1
"1555745_a_at",2.33717324375669,0.0206372877680072,1
"1555756_a_at",-5.75926525746153,3.04413250761508e-08,5.0471716976258e-05
"1555772_a_at",2.71493841230938,0.00740537564831235,1
"1555778_a_at",-6.09523239285352,5.68240885960917e-09,9.421433889232e-06
"1555867_at",-1.70972649320694,0.089123728948121,1
"1555890_at",1.23583646788203,0.218583233426856,1
"1555938_x_at",-5.52800280923425,1.06240668295969e-07,0.000176147028034717
"1555963_x_at",1.25411345581912,0.211889529609425,1
"1555997_s_at",-6.78546496855864,1.23526538971404e-10,2.04807001614588e-07
"1556054_at",0.353315171001415,0.724341402691663,1
"1556194_a_at",1.37610364619439,0.170887717702083,1
"1556211_a_at",-1.34046922912632,0.181852886778813,1
"1556834_at",2.21822706720805,0.0280695371423675,1
"1556935_at",-5.44758267764089,1.49833065723121e-07,0.000248423222968934
"1557049_at",-6.80474947415423,1.2108615207518e-10,2.00760840140648e-07
"1557080_s_at",-6.97810705622576,7.76089673071731e-11,1.28675667795293e-07
"1557197_a_at",0.998039235457549,0.319852754156315,1
"1557257_at",0.659893586675319,0.510259286841539,1
"1557285_at",-0.10145170418026,0.919326433333223,1
"1557961_s_at",-7.32097558620699,9.31545336074804e-12,1.54450216721202e-08
"1558048_x_at",0.268169476723974,0.788937037610888,1
"1558102_at",-6.16481048142884,3.68248890535878e-09,6.10556660508486e-06
"1558217_at",0.131238755520024,0.89577747593189,1
"1558686_at",-0.530563263259426,0.596546318317236,1
"1558828_s_at",-7.02748971966869,3.7248500739786e-11,6.17580142265652e-08
"1558930_at",-1.78165529681037,0.0764351079895455,1
"1559410_at",1.96514169684958,0.0512124800440433,1
"1559477_s_at",-7.43417956002467,3.50814618214531e-12,5.81650636999693e-09
"1559538_at",5.20367560685419,4.9742563902922e-07,0.000824731709510446
"1559584_a_at",-0.536888477622103,0.592239052805077,1
"1559633_a_at",0.44168091927139,0.659361717147261,1
"1559706_at",1.04060619266512,0.299744194053605,1
"1559826_a_at",0.679174027592055,0.498011433299769,1
"1559827_at",0.842063191258065,0.401046574327968,1
"1560263_at",-0.29563495169689,0.767898591485699,1
"1560396_at",-4.92920505644496,1.70504960666975e-06,0.00282697224785844
"1561166_a_at",0.38563416985573,0.700290941455503,1
"1561387_a_at",4.69494132281477,5.35942666305865e-06,0.00888592940735124
"1561817_at",1.86094689716033,0.0650328758191371,1
"1562921_at",3.66561750541533,0.000335969609434766,0.557037612442843
"1565358_at",0.374742211170895,0.70839880995968,1
"1566465_at",1.9234836497791,0.0563342075791327,1
"1567183_s_at",1.74444291515477,0.0832923448579267,1
"1568603_at",4.43254864546143,1.59615919231783e-05,0.0264643194086296
"1568604_a_at",4.43842672450264,1.52635376061279e-05,0.0253069453509601
"1568634_a_at",3.92247000166791,0.000126549054477015,0.20981833232289
"1568765_at",-5.22051472677238,4.39943041241533e-07,0.000729425562378461
"1569040_s_at",-1.09359796858958,0.275708598789255,1
"1569180_at",-0.893165664588941,0.373117125882862,1
"1569225_a_at",-0.155604325838482,0.876566277280533,1
"1569433_at",3.08436158057182,0.00241358002272676,1
"1569477_at",-1.87755425815164,0.0621707948627801,1
"1569532_a_at",1.7100243733946,0.0895391092418245,1
"1569582_at",1.95829017156061,0.0519251200339575,1
"1570482_at",-0.606774605869766,0.544891923319206,1
"200930_s_at",-3.90357687611918,0.000131233659526096,0.217585407494267
"200952_s_at",0.612571447160808,0.541174235373232,1
"200986_at",-7.55153451185619,1.4240242079579e-12,2.36103213679419e-09
"201058_s_at",-7.52288169975818,1.74026582839318e-12,2.8853607434759e-09
"201109_s_at",-6.40253014561115,1.02192506425158e-09,1.69435175652912e-06
"201110_s_at",-5.85702232151238,1.93303545515764e-08,3.20497278465137e-05
"201116_s_at",-1.67256541041571,0.0966789423154227,1
"201117_s_at",-1.78920558276168,0.0757994809654689,1
"201141_at",-6.65961066095176,2.48397584073561e-10,4.11843194393963e-07
"201147_s_at",-7.15144690617924,1.47658156685708e-11,2.44817223784904e-08
"201149_s_at",-7.25733311693686,8.39807317578264e-12,1.39240053254476e-08
"201150_s_at",-7.00765748203603,3.3881795482613e-11,5.61760169101724e-08
"201261_x_at",-6.96947579579396,4.22104865349774e-11,6.99849866749925e-08
"201262_s_at",-6.48866071951,6.44749730909416e-10,1.06899505384781e-06
"201348_at",-6.45738308513133,7.52453199572665e-10,1.24756740489148e-06
"201430_s_at",-6.17123812800485,3.68504445740786e-09,6.10980371038222e-06
"201431_s_at",-6.57858433430559,3.93189871986377e-10,6.51908807753412e-07
"201495_x_at",-5.47571652647147,1.47348834114204e-07,0.00024430436696135
"201496_x_at",-6.43892776246231,1.00112108057333e-09,1.65985875159059e-06
"201497_x_at",-6.1484735400271,4.09152707085908e-09,6.78375188348435e-06
"201525_at",-5.19545564581081,4.97880098821114e-07,0.000825485203845407
"201539_s_at",-5.90390688516535,1.50521736234927e-08,2.49565038677509e-05
"201616_s_at",-7.06692096218879,2.40463866031001e-11,3.986890898794e-08
"201617_x_at",-7.01403830756122,3.26505953281788e-11,5.41346870541205e-08
"201645_at",-5.57787165721077,7.76123269866379e-08,0.000128681238143846
"201787_at",-7.08377878621753,2.24907940705902e-11,3.72897365690385e-08
"201792_at",-7.43315983809986,3.0253787300492e-12,5.01607793442157e-09
"201842_s_at",-7.09887827250602,1.99766816707141e-11,3.31213382100439e-08
"201843_s_at",-7.90928746998656,2.01813430441017e-13,3.34606667671206e-10
"201848_s_at",-1.85895775786321,0.065069826620816,1
"201849_at",-2.41638346713478,0.0169177561382432,1
"201909_at",0.459260631734654,0.646693878659829,1
"202037_s_at",-6.09518561170245,7.06727974002856e-09,1.17175498089674e-05
"202133_at",-7.24395669226613,8.62765914421456e-12,1.43046588611077e-08
"202203_s_at",-0.270158899278833,0.787384791634856,1
"202206_at",-5.88557531374358,1.67044438123406e-08,2.76959678408607e-05
"202207_at",-5.85735341666746,1.95810610965447e-08,3.24653992980711e-05
"202222_s_at",-6.01939312228498,9.21734716738297e-09,1.5282361603521e-05
"202274_at",-5.67891450145091,4.58783039263663e-08,7.60662279099154e-05
"202286_s_at",0.309213587187095,0.75758098494037,1
"202291_s_at",-7.8499496667667,2.53225216597386e-13,4.19847409118467e-10
"202311_s_at",-5.63103845225763,6.31883653009828e-08,0.000104766309669029
"202363_at",-7.80604164144818,3.20153418176519e-13,5.30814367336669e-10
"202376_at",-1.20693038331635,0.229247826390955,1
"202409_at",-4.21101113530514,4.11072580098546e-05,0.068155833780339
"202435_s_at",-7.97725847319383,2.56082033829535e-13,4.24584012089369e-10
"202436_s_at",-8.27522106024351,3.70817336677156e-14,6.14815144210725e-11
"202437_s_at",-8.4002908904781,1.9385992174147e-14,3.21419750247357e-11
"202499_s_at",-5.78606730491829,2.68028518576201e-08,4.44391283799342e-05
"202555_s_at",-7.08401449246582,2.26299439468553e-11,3.75204470638861e-08
"202627_s_at",-5.52407058015203,9.97816261853927e-08,0.000165437936215381
"202628_s_at",-5.36850083065542,2.13850767493529e-07,0.000354564572504271
"202746_at",-1.97230926477202,0.0505012569381228,1
"202765_s_at",-7.49012472050772,2.12078186548812e-12,3.5162563329793e-09
"202766_s_at",-7.39535100576811,3.53056386439535e-12,5.85367488716749e-09
"202888_s_at",-0.436567835010438,0.663119627314785,1
"202917_s_at",-3.53233537663811,0.000531307073089346,0.880907127182135
"202920_at",-7.47961323545402,3.3070058206528e-12,5.48301565064234e-09
"202952_s_at",-7.34345178052256,5.9052579635658e-12,9.79091770359209e-09
"202965_s_at",-0.0908383914328414,0.927747091041336,1
"202966_at",0.365579772957865,0.715214453812936,1
"202988_s_at",-4.26208167292025,3.26992338878797e-05,0.0542153297861045
"202992_at",-6.23257569662089,2.83619414822949e-09,4.7024098977645e-06
"202994_s_at",-7.05417218709064,2.59216145939191e-11,4.29780369967179e-08
"202995_s_at",-7.11657584324847,1.80217587564279e-11,2.98800760181574e-08
"203000_at",-4.32222954710485,2.40907354047021e-05,0.0399424393009961
"203001_s_at",-4.18897330603843,4.16636212283469e-05,0.0690782839965992
"203083_at",-6.96720987267839,4.29860130832944e-11,7.12708096921021e-08
"203153_at",-5.3539655881647,2.38168448395323e-07,0.000394883287439445
"203240_at",7.15076355734415,1.56707946670361e-11,2.59821775579459e-08
"203290_at",-1.37041662150173,0.172300030669411,1
"203305_at",-7.40711572203895,3.67218554485817e-12,6.08848363337485e-09
"203381_s_at",-7.00450753579058,3.62461530452464e-11,6.00961217490185e-08
"203382_s_at",-7.11561089688575,1.87629851537708e-11,3.1109029384952e-08
"203404_at",-4.64817997025856,6.7011316857004e-06,0.0111104763348913
"203423_at",-4.6148189711312,7.12753411288502e-06,0.0118174515591634
"203434_s_at",-1.88070910318929,0.0615547490412648,1
"203477_at",-5.64027561982042,5.98583688654308e-08,9.92451755788843e-05
"203485_at",-6.16267868342615,3.73869128987759e-09,6.19875015861704e-06
"203548_s_at",-1.14082404964622,0.255809076063251,1
"203561_at",-6.02172034794902,7.89330799472474e-09,1.30871046552536e-05
"203570_at",-6.20101668991757,3.06629793563831e-09,5.08392197728832e-06
"203603_s_at",-7.47342558387098,2.41331554330719e-12,4.00127717080332e-09
"203645_s_at",-6.651866337114,2.55716460474879e-10,4.23977891467349e-07
"203680_at",-2.35134232297525,0.0200103654400881,1
"203688_at",-7.03657183541569,2.8700570686063e-11,4.75855461974925e-08
"203691_at",2.71695045508513,0.0072612035675354,1
"203695_s_at",-7.81496000677276,3.37521702559498e-13,5.59610982843648e-10
"203697_at",0.653614460565554,0.514431314927091,1
"203698_s_at",0.740459994415943,0.460264432169638,1
"203717_at",0.0612866655124863,0.951213649838675,1
"203766_s_at",-7.54500854953593,2.06166305506754e-12,3.41823734530198e-09
"203798_s_at",0.317628564799508,0.751190827537721,1
"203815_at",-0.431798255729328,0.666531802415376,1
"203817_at",-7.09874411628679,2.00540858062871e-11,3.3249674266824e-08
"203819_s_at",-1.03183610737458,0.303683822137512,1
"203820_s_at",-0.946374977548617,0.345383923458761,1
"203860_at",3.36605037516429,0.000943974350887802,1
"203874_s_at",-5.56156740428682,8.61892325268084e-08,0.000142901747529448
"203876_s_at",-5.4996944042764,1.14641665528477e-07,0.000190075881446214
"203881_s_at",-4.29906913704616,2.6885159209738e-05,0.0445755939697456
"203889_at",0.0510694018199635,0.959348258678224,1
"203892_at",2.16029979376393,0.0324044204520138,1
"203896_s_at",3.10906249723576,0.00216034781816001,1
"203908_at",2.8553331617483,0.0048637138254435,1
"203913_s_at",-0.600284371875645,0.549185177969979,1
"203915_at",-3.53859335941362,0.000512339186156866,0.849458370648084
"203946_s_at",0.741035165695306,0.459771300434888,1
"203951_at",-7.52589930593829,2.30470921268372e-12,3.8212078746296e-09
"203980_at",-7.0553651268665,4.41557255906732e-11,7.32101930293362e-08
"203999_at",-0.354915545675817,0.723186697055535,1
"204006_s_at",-6.26924155278241,2.09523831141813e-09,3.47390512033126e-06
"204007_at",-5.81814679672248,2.28754982411183e-08,3.79275760837742e-05
"204030_s_at",-7.35416519246637,5.14425520220295e-12,8.52917512525249e-09
"204035_at",-5.9797551495047,9.86030380061458e-09,1.6348383701419e-05
"204042_at",-4.98344908925496,1.36864397817555e-06,0.00226921171581506
"204051_s_at",-7.53519730181802,1.64265849029979e-12,2.72352777691705e-09
"204052_s_at",-7.77745184637576,5.6417943748831e-13,9.35409507355618e-10
"204069_at",-7.57759760049519,1.3371888333152e-12,2.21705908563661e-09
"204083_s_at",-6.97309420468977,4.13367379889813e-11,6.85363115857311e-08
"204105_s_at",0.891211903481676,0.37435745060386,1
"204154_at",-6.98666905382793,7.15624877307522e-11,1.18650604657587e-07
"204179_at",3.94722096062107,0.000114140617800893,0.18924514431388
"204192_at",-5.41140709500651,1.81680897582998e-07,0.00030122692819261
"204213_at",4.51994373702287,1.09653431112796e-05,0.0181805388785016
"204221_x_at",-3.7049205044886,0.000289642309252759,0.480226948741075
"204222_s_at",-3.71864442739621,0.000278447656261522,0.461666214081603
"204223_at",-7.52422726581566,2.21284030640314e-12,3.66888922801641e-09
"204235_s_at",-5.10035448422519,8.48619658196288e-07,0.00140701139328945
"204237_at",-5.12155329834609,7.71062343503267e-07,0.00127842136552842
"204259_at",-1.8276064395814,0.0694515800396599,1
"204260_at",-1.32589120783823,0.186377966026926,1
"204268_at",-2.20265498821554,0.0288176194624224,1
"204273_at",-0.772972185968986,0.440765017127074,1
"204284_at",-7.68589538711732,9.66159739226187e-13,1.60189284763702e-09
"204298_s_at",-6.30711067359592,1.72102996214446e-09,2.85346767723552e-06
"204304_s_at",4.08368999384641,6.3515767884678e-05,0.105309143152796
"204320_at",-6.58760138370717,3.66464938741984e-10,6.0759886843421e-07
"204337_at",-5.40336149156528,1.80100380621131e-07,0.000298606431069836
"204338_s_at",-4.03104445008465,7.86100766559551e-05,0.130335507095574
"204359_at",-7.73023428941675,5.5000279614827e-13,9.11904636013831e-10
"204364_s_at",-4.761459809036,3.62320974847464e-06,0.00600728176297095
"204365_s_at",-4.35716340608652,2.08151342523959e-05,0.0345114925904724
"204400_at",-7.7882601581055,4.58190393283885e-13,7.59679672064681e-10
"204409_s_at",0.698333850454781,0.486040143808529,1
"204410_at",0.834485444250368,0.405324700223132,1
"204416_x_at",-6.45092852733549,7.95604548820408e-10,1.31911234194424e-06
"204422_s_at",-3.95639911688483,0.000105059520203111,0.174188684496757
"204424_s_at",-6.43066079536224,1.36587437824617e-09,2.26461971913215e-06
"204437_s_at",0.533938810479178,0.594151328345247,1
"204438_at",-6.47459543309485,6.8678917160954e-10,1.13869644652862e-06
"204439_at",-4.74012027960106,4.07130728155809e-06,0.00675022747282331
"204456_s_at",-5.74944061206507,3.42157886554784e-08,5.67297775907832e-05
"204457_s_at",-8.09480108137881,6.0793912099577e-14,1.00796306261099e-10
"204463_s_at",-6.51797041617677,5.42739979024599e-10,8.99862885222786e-07
"204464_s_at",-6.51665995820581,5.54197202006308e-10,9.18858960926458e-07
"204466_s_at",-4.32552382006552,2.50969705541679e-05,0.0416107771788104
"204468_s_at",-6.4031049317878,1.02578404928238e-09,1.70074995371018e-06
"204475_at",-0.750963902610996,0.453742938126561,1
"204527_at",-7.06442392540537,2.57596506071017e-11,4.27095007065746e-08
"204533_at",-3.63534949672548,0.000364401854069388,0.604178274047045
"204557_s_at",-7.63888099489992,2.05802622174481e-12,3.4122074756529e-09
"204563_at",-4.24855367226426,3.38985022458493e-05,0.0562037167236181
"204584_at",-5.08472716598904,8.44548285100163e-07,0.00140026105669607
"204591_at",-4.24032897146935,3.38715320598675e-05,0.0561590001552603
"204597_x_at",-3.90217071326557,0.000135152197543664,0.224082343527394
"204602_at",-2.15335510472974,0.0324738961045594,1
"204604_at",-7.33582810787418,5.6978497514826e-12,9.44703488795815e-09
"204606_at",-5.88541573182623,1.59835930700287e-08,2.65007973101076e-05
"204607_at",3.27663500325199,0.00125588470046334,1
"204612_at",-3.54840758076768,0.000492336411833448,0.816293770819856
"204614_at",-1.85228787210344,0.0654246620792231,1
"204619_s_at",-7.23352619902127,9.11195343886451e-12,1.51076188016374e-08
"204646_at",-5.52029811717839,1.0905225279072e-07,0.000180808635127014
"204653_at",1.17243840182708,0.242776268106966,1
"204671_s_at",-7.11482312436619,1.94961547975012e-11,3.23246246542569e-08
"204673_at",6.10866922116007,4.9473030367791e-09,8.20262843497975e-06
"204688_at",-6.50000675050782,6.01641411000768e-10,9.97521459439273e-07
"204705_x_at",2.22512036716271,0.0273789654463516,1
"204714_s_at",-2.01133025783526,0.0459479768620557,1
"204719_at",-5.68197722543365,4.50707376868394e-08,7.47272830847798e-05
"204720_s_at",-0.192431989834079,0.847674458979616,1
"204733_at",-1.61397844713881,0.108321843330496,1
"204748_at",-0.856611986254119,0.392966988824772,1
"204749_at",-8.25514746806686,5.08773883726555e-14,8.43547099218628e-11
"204774_at",-6.08507238048889,5.64834210000938e-09,9.36495120181555e-06
"204776_at",-7.3985590106742,5.62619297291992e-12,9.32822794910122e-09
"204783_at",-0.63986323349139,0.523290953918154,1
"204784_s_at",-1.33785410649311,0.183142437370982,1
"204787_at",-6.83951064602103,9.36191387642651e-11,1.55220532071151e-07
"204793_at",-6.61316054722736,3.47240879141558e-10,5.75725377616703e-07
"204796_at",-6.93327213404619,7.2878011108244e-11,1.20831742417468e-07
"204797_s_at",-7.17053064743729,1.50406329377371e-11,2.49373694107681e-08
"204818_at",2.18080508115753,0.0306047832707321,1
"204823_at",-6.71782965646632,1.84607362663177e-10,3.06079007295547e-07
"204844_at",-4.67352235809235,5.4248411120735e-06,0.00899438656381787
"204885_s_at",-0.888834888688226,0.375429225540892,1
"204894_s_at",-7.02310147821741,3.12010187064455e-11,5.17312890152866e-08
"204895_x_at",4.71473274966423,4.56906023827035e-06,0.00757550187505224
"204913_s_at",-5.35477248875207,2.71807651563917e-07,0.000450657086292974
"204914_s_at",-5.98814440752873,1.03904886261742e-08,1.72274301421968e-05
"204920_at",2.17286693467485,0.031498147243076,1
"204932_at",1.03927911476161,0.300304251213219,1
"204933_s_at",0.605039930379134,0.546005181583839,1
"204938_s_at",-8.33166798705423,2.89130598091974e-14,4.79378531636493e-11
"204939_s_at",-7.8690421831228,2.44323209121368e-13,4.05087880723229e-10
"204940_at",-8.09843658408938,8.28454126813488e-14,1.37357694225676e-10
"204955_at",-6.75368157011118,1.45692063532668e-10,2.41557441337164e-07
"204959_at",-6.32229652780795,1.58720200061738e-09,2.63158091702361e-06
"204963_at",-6.15452884385508,3.86967975321881e-09,6.41592903083679e-06
"205000_at",0.132486197830881,0.894767430990966,1
"205001_s_at",-0.527515389741536,0.598514338190696,1
"205003_at",-5.49067151621149,1.25280315699555e-07,0.000207714763429862
"205009_at",3.31505997385589,0.00110276836796343,1
"205043_at",2.26196855132952,0.0250202295643601,1
"205044_at",1.29616273685703,0.19674678500978,1
"205048_s_at",-0.169492715761709,0.865629910703556,1
"205054_at",-0.45916312342664,0.646710361049315,1
"205064_at",-2.33132546651711,0.0207214914738364,1
"205100_at",-7.8777172924827,2.50304977614605e-13,4.15005652885016e-10
"205110_s_at",-1.31877293450893,0.189340997928738,1
"205122_at",-4.85871143895826,2.44299208938468e-06,0.0040504808841998
"205139_s_at",-5.70996903794955,3.94339383782219e-08,6.53814698310919e-05
"205157_s_at",-3.3664663946721,0.000910549200833359,1
"205168_at",-8.02991763024873,9.855548812358e-14,1.63404999308896e-10
"205174_s_at",0.100833786929203,0.91982506616421,1
"205184_at",-1.54930727692555,0.123085745126613,1
"205199_at",2.15268426532946,0.0328475559008534,1
"205206_at",-5.78963744884184,2.69850648964371e-08,4.47412375982927e-05
"205207_at",-3.3438546090463,0.00098734376547295,1
"205220_at",-2.03215230918152,0.0437167936738147,1
"205226_at",-5.95144316691167,1.12871735363801e-08,1.87141337233182e-05
"205229_s_at",1.38515571019805,0.168054225802315,1
"205237_at",-5.80543788821043,2.47171179287321e-08,4.09809815258378e-05
"205242_at",-3.65192464974198,0.000337177461137658,0.559040230566238
"205249_at",-7.10002976788853,2.2999495448397e-11,3.81331634534422e-08
"205267_at",-0.233705577896898,0.815505505510286,1
"205269_at",-4.87007229783417,2.36926240382374e-06,0.00392823706553976
"205278_at",0.372822890553724,0.70976432328217,1
"205295_at",0.136928533218045,0.891282317690825,1
"205311_at",3.33068466791631,0.00103732569786881,1
"205319_at",-0.191972176334156,0.847967310584392,1
"205328_at",-0.113275494237508,0.909956456580639,1
"205330_at",-6.96983448818489,4.30666384815803e-11,7.14044866024601e-08
"205342_s_at",1.63170904198027,0.104713869796818,1
"205343_at",1.68065731241005,0.094951282898109,1
"205357_s_at",-6.98709981328298,6.7926232454257e-11,1.12621693409158e-07
"205381_at",-4.3576234080622,2.14620713755915e-05,0.0355841143407307
"205399_at",-7.08211149583205,4.23617831723196e-11,7.02358364997059e-08
"205404_at",-5.45247560564257,1.42447466837688e-07,0.000236177900016887
"205407_at",-7.30636369550133,6.61021561374057e-12,1.09597374875819e-08
"205422_s_at",-7.63583312893477,1.45863596449685e-12,2.41841842913577e-09
"205428_s_at",-5.57879805229387,8.40434749752552e-08,0.000139344081508973
"205433_at",-6.25088674053438,3.29190179595237e-09,5.45797317768903e-06
"205442_at",-1.96121165883134,0.0517875039215151,1
"205471_s_at",3.62993499653002,0.000361397506199968,0.599197065279547
"205472_s_at",3.46135932059817,0.000666218630337454,1
"205475_at",-5.66304524546776,5.89581343409862e-08,9.77525867373551e-05
"205476_at",3.85971102011109,0.000158490589382283,0.262777397195826
"205488_at",-1.64035242919854,0.102942156980609,1
"205498_at",-4.72946096606469,4.31490613921175e-06,0.00715411437881307
"205499_at",-4.09483835416438,6.60028700027362e-05,0.109432758464537
"205501_at",-2.37802576524865,0.0186814355419047,1
"205513_at",3.33592410395521,0.0010295879877591,1
"205514_at",-2.87570780520933,0.00456069015698837,1
"205518_s_at",-5.3651675945134,2.23212409205858e-07,0.000370086174463313
"205525_at",-7.06680643473959,2.55905361712007e-11,4.24291089718507e-08
"205528_s_at",-7.5993077597939,2.0751574620663e-12,3.44061107210592e-09
"205529_s_at",-7.91327393293374,2.33556487180257e-13,3.87236655744866e-10
"205534_at",-4.7149216659692,4.5765861760021e-06,0.00758797987981148
"205541_s_at",0.09775880011852,0.922268425535341,1
"205543_at",1.61134089502758,0.109196067058008,1
"205544_s_at",-1.54988937405776,0.12289979598568,1
"205547_s_at",-7.43185349858292,2.84341770736801e-12,4.71438655881615e-09
"205549_at",-3.45234231465463,0.000674683248065636,1
"205554_s_at",3.44157241390981,0.000738026177218347,1
"205559_s_at",-5.72282576638972,3.76186570058669e-08,6.23717333157273e-05
"205568_at",-4.55245914249005,9.33648372988943e-06,0.0154798900241567
"205578_at",-4.68781327020101,5.15716021980305e-06,0.00855057164443346
"205595_at",-0.0105629720404305,0.991586270766537,1
"205624_at",-4.0670989971303,7.22364803309337e-05,0.119768084388688
"205625_s_at",-0.863717652912419,0.388926866015386,1
"205626_s_at",-0.693043901713965,0.489206016900026,1
"205654_at",2.60735505186188,0.00999960723003127,1
"205680_at",0.58979389758239,0.556162264149069,1
"205681_at",-4.12936859293391,5.52810684598952e-05,0.0916560115065063
"205694_at",-2.15929161274856,0.0322936697262119,1
"205700_at",-7.19385106519274,1.31724813613645e-11,2.18399740971423e-08
"205713_s_at",-7.62929182267753,1.48475660609207e-12,2.46172645290065e-09
"205729_at",-6.8393294643206,1.03567607475489e-10,1.7171509319436e-07
"205767_at",-2.52055176789179,0.0126789871740935,1
"205776_at",3.90740195125909,0.000132134827707215,0.219079544338562
"205778_at",-0.784447887070285,0.433886963313506,1
"205782_at",-6.05380422039835,8.24526877381843e-09,1.3670655626991e-05
"205786_s_at",-7.08443365731475,2.32005467292998e-11,3.8466506477179e-08
"205792_at",-4.48006025560238,1.34821258656931e-05,0.0223533646853192
"205795_at",-2.97252596813078,0.00335396407031449,1
"205799_s_at",2.91037649532957,0.00410131182728029,1
"205802_at",-7.76877661523514,5.27677158721378e-13,8.74888729160044e-10
"205803_s_at",-7.74847791608511,7.18068623702408e-13,1.19055777809859e-09
"205815_at",3.08000627649634,0.00244064424788912,1
"205825_at",2.11306084297363,0.0363699765715211,1
"205828_at",0.469106951621805,0.639628354171773,1
"205844_at",1.10568624567445,0.270692833058546,1
"205860_x_at",-1.32183234519032,0.188174017458464,1
"205863_at",-2.59776052803207,0.0100665654766077,1
"205880_at",-7.87255390578019,2.45154979723284e-13,4.06466956381206e-10
"205884_at",-3.91870268142564,0.000124238222043608,0.205986972148302
"205885_s_at",-3.33219286483462,0.00104521129282323,1
"205886_at",2.05028626583166,0.0420332935360933,1
"205892_s_at",2.84788704310244,0.00488491386000536,1
"205898_at",-4.0901308618083,6.19039863596274e-05,0.102636809384262
"205907_s_at",-6.04749151240243,1.08625482698641e-08,1.80101050314347e-05
"205910_s_at",-2.40868596225581,0.0169385077640651,1
"205916_at",1.14614533690287,0.253853849060817,1
"205927_s_at",2.0699082025422,0.0398968492088291,1
"205941_s_at",-7.12988573438997,1.76644536290223e-11,2.9287664116919e-08
"205942_s_at",4.10082646774702,6.30806853966124e-05,0.104587776387583
"205943_at",-2.97654983006978,0.00336599041309979,1
"205950_s_at",1.65553828729324,0.100091639140236,1
"205979_at",3.55523052419498,0.000496606804095311,0.823374081190026
"205991_s_at",-5.83046574263826,2.12249582993057e-08,3.51909808602488e-05
"206000_at",4.02372375784333,8.15179464139836e-05,0.135156755154385
"206023_at",1.90321159623771,0.0588103081582781,1
"206025_s_at",-6.42321508839393,9.10230541550511e-10,1.50916223789075e-06
"206026_s_at",-6.31104927484806,1.70378671472945e-09,2.82487837302142e-06
"206032_at",1.10875756194061,0.26949540928144,1
"206033_s_at",1.08077672576665,0.281707437501034,1
"206067_s_at",-2.94740541440906,0.0036412751022069,1
"206070_s_at",-6.85925501860622,1.11738513577874e-10,1.85262455512115e-07
"206084_at",-0.0333157307728283,0.973464514669497,1
"206101_at",-7.66448571226522,1.04616355484381e-12,1.73453917393104e-09
"206104_at",1.05952276737006,0.2910961406473,1
